lake_id,period,region,dominant_landcover,nof_lake_type,lake_perimeter,lake_depth,lake_area,lake_number,lake_name,east_nzmg,north_nzmg,median_NH4N_mg/L^-1,band_classification_NH4N,exceeding_national_bottom_line_NH4N1.3,median_CHLA_mg/m^3,band_classification_CHLA,exceeding_national_bottom_line_CHLA12,median_SECCHI_metre,median_TN_mg/m^3,band_classification_TN,national_bottom_line_TN,exceeding_national_bottom_line_TN,median_TP_mg/m^3,band_classification_TP,exceeding_national_bottom_line_TP50,median_TLI3,band_classification_TLI3
2868,2013-2017,Wellington,Pastoral,Stratified,935.05,18.97,24760.5,,,2766395,6006822,0.013277,A,FALSE,7.761338,C,FALSE,1.742299,684.5915,C,750,FALSE,21.30178,C,FALSE,4.294778,Eutrophic (poor)
2923,2013-2017,Wellington,Pastoral,Stratified,1989.91,28.63,31970.88,,,2765620,6012694,0.011047,A,FALSE,10.08036,C,FALSE,1.901963,729.0502,C,750,FALSE,24.97096,C,FALSE,4.437058,Eutrophic (poor)
3007,2013-2017,Wellington,Pastoral,Stratified,1191.43,21.65,35470.19,,,2742307,6018528,0.017634,A,FALSE,7.401855,C,FALSE,3.949114,562.1096,C,750,FALSE,22.26437,C,FALSE,4.257666,Eutrophic (poor)
3028,2013-2017,Wellington,Pastoral,Stratified,1307.92,22.77,39439.38,,,2747222,6017670,0.008729,A,FALSE,5.332522,C,FALSE,3.991802,506.6489,C,750,FALSE,23.39696,C,FALSE,4.16184,Eutrophic (poor)
3129,2013-2017,Wellington,Pastoral,Polymictic,586.89,14.72,22599.19,,,2733152,6031896,0.021893,A,FALSE,7.085367,C,FALSE,2.580307,747.3189,C,800,FALSE,25.48177,C,FALSE,4.536871,Eutrophic (poor)
3146,2013-2017,Wellington,Pastoral,Stratified,754.46,16.87,10892.31,,,2747807,6018913,0.008935,A,FALSE,5.029159,C,FALSE,3.769725,518.2682,C,750,FALSE,22.60391,C,FALSE,4.136752,Eutrophic (poor)
3221,2013-2017,Wellington,Pastoral,Stratified,1036.73,20.07,17907.13,,,2741506,6026563,0.019248,A,FALSE,7.604948,C,FALSE,4.008407,712.3165,C,750,FALSE,26.13597,C,FALSE,4.463605,Eutrophic (poor)
3689,2013-2017,Wellington,Pastoral,Polymictic,574.02,14.54,10186.5,,,2766243,6020577,0.014335,A,FALSE,4.391768,B,FALSE,1.769428,717.2426,C,800,FALSE,18.81797,B,FALSE,4.091642,Eutrophic (poor)
3694,2013-2017,Wellington,Pastoral,Stratified,914.4,18.74,22978.44,,,2767563,6019974,0.010151,A,FALSE,4.059697,B,FALSE,1.734104,596.0252,C,750,FALSE,16.74678,B,FALSE,3.930098,Mesotrophic (average)
3704,2013-2017,Wellington,Pastoral,Stratified,667.68,15.79,10269.25,,,2765413,6023743,0.014584,A,FALSE,7.239944,C,FALSE,1.812354,743.158,C,750,FALSE,21.11022,C,FALSE,4.365232,Eutrophic (poor)
3708,2013-2017,Wellington,Pastoral,Stratified,898.17,18.56,21283.75,,,2765469,6024732,0.01317,A,FALSE,9.717908,C,FALSE,1.814314,650.183,C,750,FALSE,19.8011,B,FALSE,4.257658,Eutrophic (poor)
3905,2013-2017,Wellington,Pastoral,Polymictic,477.76,13.15,12137.81,,,2763263,6029277,0.008,A,FALSE,8.141557,C,FALSE,2.297165,583.295,C,800,FALSE,19.08722,B,FALSE,4.224586,Eutrophic (poor)
4278,2013-2017,Wellington,Native,Stratified,1496.15,24.51,77953.25,,,2674293,6040374,0.00861,A,FALSE,13.92072,D,TRUE,1.748783,553.866,C,750,FALSE,27.52355,C,FALSE,4.353936,Eutrophic (poor)
4290,2013-2017,Wellington,Pastoral,Stratified,1212.35,21.85,25553.81,,,2685894,6041350,0.014026,A,FALSE,4.806471,B,FALSE,1.676393,769.9853,D,750,TRUE,20.03459,C,FALSE,4.282394,Eutrophic (poor)
4342,2013-2017,Manawatū-Whanganui,Native,Stratified,3154.21,36.8,195207.9,,,2719576,6061137,0.010385,A,FALSE,1.667789,A,FALSE,4.529008,300.2046,B,750,FALSE,7.882215,A,FALSE,3.128586,Mesotrophic (average)
4343,2013-2017,Manawatū-Whanganui,Native,Stratified,3962.51,41.67,111488.3,,,2720692,6063649,0.010821,A,FALSE,1.830593,A,FALSE,4.702412,310.5018,B,750,FALSE,8.848189,A,FALSE,3.418854,Mesotrophic (average)
4345,2013-2017,Manawatū-Whanganui,Urban area,Polymictic,9784.13,1.8,3040000,,,2700697,6063883,0.020752,A,FALSE,13.82862,D,TRUE,0.552037,1883.172,D,800,TRUE,70.10859,D,TRUE,5.742239,Supertrophic (very poor)
4358,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,638.76,15.41,25320.38,,,2698388,6068210,0.019847,A,FALSE,4.809902,B,FALSE,1.09509,1394.31,D,750,TRUE,23.44727,C,FALSE,4.928587,Eutrophic (poor)
4362,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,1028.76,19.98,31904.13,,,2697471,6070266,0.018505,A,FALSE,4.464437,B,FALSE,0.647403,1336.753,D,750,TRUE,35.60263,C,FALSE,4.925258,Eutrophic (poor)
4365,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,726.36,16.53,18902.94,,,2700403,6070371,0.019504,A,FALSE,4.540478,B,FALSE,0.669182,1373.534,D,750,TRUE,25.23737,C,FALSE,4.970976,Eutrophic (poor)
4380,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,1848.3,27.5,99808.44,,,2700983,6081670,0.017683,A,FALSE,4.53137,B,FALSE,1.685489,1133.56,D,750,TRUE,34.23323,C,FALSE,4.720481,Eutrophic (poor)
4381,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,1020.25,19.89,22148.31,,,2701059,6082194,0.017111,A,FALSE,4.357328,B,FALSE,1.705983,1113.494,D,750,TRUE,33.33709,C,FALSE,4.613246,Eutrophic (poor)
4401,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,785.8,17.25,23596.5,,,2703823,6067032,0.012293,A,FALSE,5.338251,C,FALSE,1.246034,1000.719,D,750,TRUE,19.88247,B,FALSE,4.57561,Eutrophic (poor)
4435,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,699.76,16.2,13247.19,,,2701754,6072705,0.019169,A,FALSE,5.148746,C,FALSE,1.721655,1319.684,D,750,TRUE,25.71328,C,FALSE,4.88197,Eutrophic (poor)
4436,2013-2017,Manawatū-Whanganui,Pastoral,Polymictic,491.61,13.36,14068.5,,,2701693,6072906,0.019733,A,FALSE,4.55532,B,FALSE,1.721655,1346.091,D,800,TRUE,24.22707,C,FALSE,4.854466,Eutrophic (poor)
4442,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,874.54,18.29,12242.31,,,2703523,6074996,0.036325,B,FALSE,4.377298,B,FALSE,1.557046,1174.482,D,750,TRUE,21.16886,C,FALSE,4.702965,Eutrophic (poor)
4443,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,5989.48,52.19,72238.5,,,2705104,6074436,0.018268,A,FALSE,11.66323,C,FALSE,1.169927,811.7318,D,750,TRUE,59.22946,D,TRUE,4.980822,Eutrophic (poor)
4444,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,730.01,16.57,10312.63,,,2704298,6075192,0.037489,B,FALSE,4.135026,B,FALSE,1.558369,1156.497,D,750,TRUE,19.91,B,FALSE,4.683126,Eutrophic (poor)
4447,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,810.81,17.55,10528.31,,,2705605,6074839,0.037503,B,FALSE,4.373284,B,FALSE,1.557741,1166.275,D,750,TRUE,21.35389,C,FALSE,4.68911,Eutrophic (poor)
4448,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,784.84,17.24,11451.13,,,2706028,6074923,0.037433,B,FALSE,4.361591,B,FALSE,1.563465,1166.414,D,750,TRUE,21.01617,C,FALSE,4.682056,Eutrophic (poor)
4451,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,1258.94,22.31,35811.88,,,2712353,6071429,0.025632,A,FALSE,4.869734,B,FALSE,1.748935,1043.784,D,750,TRUE,39.22076,C,FALSE,4.564945,Eutrophic (poor)
4452,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,3876.94,41.17,44324.88,,,2707601,6074510,0.018209,A,FALSE,11.85411,C,FALSE,1.184538,806.9549,D,750,TRUE,59.54333,D,TRUE,4.957973,Eutrophic (poor)
4467,2013-2017,Manawatū-Whanganui,Pastoral,Polymictic,529.73,13.92,11894,,,2709946,6079449,0.017653,A,FALSE,5.022941,C,FALSE,1.897846,1112.311,D,800,TRUE,24.91873,C,FALSE,4.675059,Eutrophic (poor)
4484,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,720.81,16.46,21586.88,,,2701551,6083132,0.018116,A,FALSE,4.028869,B,FALSE,1.714162,1093.473,D,750,TRUE,20.70971,C,FALSE,4.61005,Eutrophic (poor)
4486,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,1425.84,23.87,96628.06,,,2701373,6083854,0.018177,A,FALSE,4.440694,B,FALSE,1.70537,997.6654,D,750,TRUE,21.75259,C,FALSE,4.572804,Eutrophic (poor)
4493,2013-2017,Manawatū-Whanganui,Pastoral,Polymictic,459.03,12.87,11015.38,,,2713979,6081560,0.017149,A,FALSE,5.023903,C,FALSE,1.715373,1098.818,D,800,TRUE,22.79057,C,FALSE,4.596419,Eutrophic (poor)
4506,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,1995.09,28.67,52173.19,334,KARERE SOUTH Lagoon,2721727,6084923,0.035249,B,FALSE,4.428801,B,FALSE,1.752935,1205.027,D,750,TRUE,21.32095,C,FALSE,4.58481,Eutrophic (poor)
4509,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,2007.44,28.76,35679.06,,,2724339,6086143,0.034209,B,FALSE,4.435154,B,FALSE,1.76098,1181.707,D,750,TRUE,22.13582,C,FALSE,4.579943,Eutrophic (poor)
4513,2013-2017,Wellington,Pastoral,Polymictic,433.5,12.48,12201.44,,,2728171,6042429,0.006497,A,FALSE,3.488494,B,FALSE,4.224165,380.0323,B,800,FALSE,17.52059,B,FALSE,3.929317,Mesotrophic (average)
4521,2013-2017,Wellington,Pastoral,Stratified,761.6,16.96,29585.56,,,2736978,6046994,0.009777,A,FALSE,5.460387,C,FALSE,2.218944,474.638,C,750,FALSE,22.17664,C,FALSE,4.197554,Eutrophic (poor)
4554,2013-2017,Manawatū-Whanganui,Pastoral,Polymictic,516.82,13.73,12256.81,,,2732803,6060351,0.006667,A,FALSE,6.844329,C,FALSE,2.082255,489.8099,B,800,FALSE,17.21721,B,FALSE,4.115042,Eutrophic (poor)
4556,2013-2017,Manawatū-Whanganui,Pastoral,Polymictic,448.17,12.7,12365.5,,,2731016,6061648,0.014259,A,FALSE,6.397793,C,FALSE,2.096827,515.9225,C,800,FALSE,22.84083,C,FALSE,4.329688,Eutrophic (poor)
4560,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,628.18,15.27,18886.75,,,2741462,6054592,0.007044,A,FALSE,6.269705,C,FALSE,2.16227,462.1757,C,750,FALSE,20.60541,C,FALSE,4.07971,Eutrophic (poor)
4670,2013-2017,Wellington,Pastoral,Polymictic,492.2,13.37,15988.19,,,2763390,6044742,0.006612,A,FALSE,6.908727,C,FALSE,2.118295,469.2493,B,800,FALSE,17.27701,B,FALSE,4.05941,Eutrophic (poor)
4684,2013-2017,Wellington,Pastoral,Polymictic,402.9,11.99,10566.5,,,2767289,6040940,0.010266,A,FALSE,6.991504,C,FALSE,2.426901,597.7651,C,800,FALSE,24.38985,C,FALSE,4.25957,Eutrophic (poor)
4747,2013-2017,Wellington,Pastoral,Polymictic,460.54,12.89,13408.88,,,2765750,6047914,0.006755,A,FALSE,5.551344,C,FALSE,2.893861,349.1961,B,800,FALSE,16.57129,B,FALSE,3.937254,Mesotrophic (average)
4911,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,1238.76,22.11,13399.69,,,2725309,6085933,0.03251,B,FALSE,4.373708,B,FALSE,1.748008,1178.687,D,750,TRUE,22.31533,C,FALSE,4.573357,Eutrophic (poor)
4913,2013-2017,Manawatū-Whanganui,Pastoral,Polymictic,603.21,14.94,20758,,,2726762,6085785,0.033573,B,FALSE,4.433957,B,FALSE,1.898067,1142.356,D,800,TRUE,22.48775,C,FALSE,4.531784,Eutrophic (poor)
4915,2013-2017,Manawatū-Whanganui,Pastoral,Polymictic,474.17,13.1,13775.88,,,2726340,6086860,0.033881,B,FALSE,4.559721,B,FALSE,1.904771,1189.941,D,800,TRUE,22.16051,C,FALSE,4.556934,Eutrophic (poor)
4917,2013-2017,Manawatū-Whanganui,Urban area,Stratified,823.9,17.7,26873.75,,,2729304,6085361,0.033514,B,FALSE,8.495064,C,FALSE,2.08213,1107.441,D,750,TRUE,28.05202,C,FALSE,4.704221,Eutrophic (poor)
4922,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,620.7,15.17,19364.13,,,2740988,6078381,0.013684,A,FALSE,7.725963,C,FALSE,1.957761,635.0255,C,750,FALSE,28.29799,C,FALSE,4.477773,Eutrophic (poor)
4925,2013-2017,Manawatū-Whanganui,Native,Stratified,1011.53,19.8,21043.81,,,2736338,6082404,0.006953,A,FALSE,6.476097,C,FALSE,2.662502,452.3576,C,750,FALSE,19.59988,B,FALSE,3.987422,Mesotrophic (average)
4926,2013-2017,Manawatū-Whanganui,Native,Stratified,4626.99,45.34,114431.4,336,TIRITEA Dam,2737000,6082516,0.008642,A,FALSE,5.552743,C,FALSE,2.803691,372.2121,C,750,FALSE,19.79953,B,FALSE,3.79242,Mesotrophic (average)
4968,2013-2017,Manawatū-Whanganui,Pastoral,Polymictic,499.55,13.48,10035.38,,,2763314,6072441,0.006722,A,FALSE,5.588604,C,FALSE,3.078913,344.7873,B,800,FALSE,21.75446,C,FALSE,4.047631,Eutrophic (poor)
5007,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,894.94,18.52,14974.44,,,2700471,6098418,0.019951,A,FALSE,5.5558,C,FALSE,1.898647,1057.514,D,750,TRUE,23.93141,C,FALSE,4.610963,Eutrophic (poor)
5008,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,1474.94,24.32,94175.88,331,Lake KOPUTARA,2702069,6087236,0.017622,A,FALSE,4.491149,B,FALSE,1.717722,1097.557,D,750,TRUE,34.22444,C,FALSE,4.633951,Eutrophic (poor)
5014,2013-2017,Manawatū-Whanganui,Exotic forest,Polymictic,2053.78,1,147214.4,,,2702249,6089809,0.019253,A,FALSE,4.960903,B,FALSE,1.668871,1154.527,D,800,TRUE,35.35932,C,FALSE,4.645955,Eutrophic (poor)
5042,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,1824.22,27.3,178758.9,,,2702461,6093575,0.018438,A,FALSE,4.62457,B,FALSE,1.719004,1121.001,D,750,TRUE,44.34355,C,FALSE,4.661271,Eutrophic (poor)
5045,2013-2017,Manawatū-Whanganui,Pastoral,Polymictic,564.7,14.41,16959.81,,,2702375,6093968,0.017947,A,FALSE,4.347124,B,FALSE,1.719004,1109.984,D,800,TRUE,22.00117,C,FALSE,4.565907,Eutrophic (poor)
5049,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,2551.15,32.78,50189.31,,,2751155,6089390,0.034465,B,FALSE,7.526157,C,FALSE,2.246417,954.137,D,750,TRUE,35.06024,C,FALSE,4.674948,Eutrophic (poor)
5054,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,805.72,17.49,11279.88,,,2750391,6090177,0.034571,B,FALSE,6.591188,C,FALSE,2.222082,921.7826,D,750,TRUE,26.45607,C,FALSE,4.586562,Eutrophic (poor)
5068,2013-2017,Manawatū-Whanganui,Pastoral,Polymictic,580.51,14.63,17638.5,,,2754208,6095473,0.018156,A,FALSE,7.973737,C,FALSE,2.016803,640.7597,C,800,FALSE,21.82022,C,FALSE,4.349472,Eutrophic (poor)
5146,2013-2017,Manawatū-Whanganui,Pastoral,Polymictic,576.79,14.58,16772.81,,,2783297,6089921,0.007337,A,FALSE,5.490642,C,FALSE,3.770239,374.3027,B,800,FALSE,21.47689,C,FALSE,4.068837,Eutrophic (poor)
5217,2013-2017,Otago,Pastoral,Polymictic,406.9,12.05,11019.69,,,2278530,5508570,0.008296,A,FALSE,4.207612,B,FALSE,6.047656,399.8587,B,800,FALSE,23.41766,C,FALSE,4.088358,Eutrophic (poor)
5223,2013-2017,Otago,Pastoral,Polymictic,435.7,12.51,12488.56,,,2278871,5510920,0.008329,A,FALSE,4.54962,B,FALSE,5.884096,417.5765,B,800,FALSE,23.84643,C,FALSE,4.149247,Eutrophic (poor)
5232,2013-2017,Otago,Pastoral,Stratified,1091.46,20.64,22856.5,,,2258431,5516626,0.008887,A,FALSE,2.417978,B,FALSE,8.353811,315.2138,B,750,FALSE,15.47542,B,FALSE,3.417633,Mesotrophic (average)
5233,2013-2017,Otago,Pastoral,Polymictic,576.81,14.58,10622.5,,,2258055,5516856,0.017381,A,FALSE,3.243419,B,FALSE,7.127812,374.3715,B,800,FALSE,18.90848,B,FALSE,3.499995,Mesotrophic (average)
5241,2013-2017,Otago,Pastoral,Stratified,1003.22,19.71,41913.88,,,2258796,5517745,0.017312,A,FALSE,3.176185,B,FALSE,7.073877,383.3029,C,750,FALSE,18.81669,B,FALSE,3.464833,Mesotrophic (average)
5249,2013-2017,Otago,Pastoral,Polymictic,602.35,14.93,12297.5,,,2263796,5524183,0.021714,A,FALSE,3.301451,B,FALSE,6.409162,411.5818,B,800,FALSE,20.26895,C,FALSE,3.478237,Mesotrophic (average)
5264,2013-2017,Otago,Native,Stratified,18172.66,95.55,6230000,,,2268806,5513651,0.011033,A,FALSE,2.41087,B,FALSE,8.398356,176.5146,B,750,FALSE,12.26086,B,FALSE,3.217271,Mesotrophic (average)
5272,2013-2017,Otago,Native,Polymictic,514.49,13.7,17821,,,2277405,5522205,0.009503,A,FALSE,2.36455,B,FALSE,6.619017,312.8261,B,800,FALSE,15.63613,B,FALSE,3.173444,Mesotrophic (average)
5306,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,2256.02,30.65,109916.1,,,2707566,6094913,0.018101,A,FALSE,7.366448,C,FALSE,1.913382,1137.437,D,750,TRUE,43.20127,C,FALSE,4.771688,Eutrophic (poor)
5313,2013-2017,Manawatū-Whanganui,Pastoral,Polymictic,566.4,14.43,10651.44,,,2707118,6095947,0.017849,A,FALSE,4.988651,B,FALSE,1.927394,1105.004,D,800,TRUE,26.27825,C,FALSE,4.621793,Eutrophic (poor)
5316,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,688.72,16.06,13424.75,,,2707350,6098590,0.016814,A,FALSE,7.641384,C,FALSE,1.978108,1112.435,D,750,TRUE,31.4429,C,FALSE,4.769966,Eutrophic (poor)
5321,2013-2017,Manawatū-Whanganui,Pastoral,Polymictic,530.4,13.93,10514.31,,,2714390,6087269,0.017961,A,FALSE,4.850325,B,FALSE,1.831653,1124.74,D,800,TRUE,25.81153,C,FALSE,4.636514,Eutrophic (poor)
5340,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,820.06,17.66,19749.13,,,2723136,6096673,0.036501,B,FALSE,4.920792,B,FALSE,1.899906,1130.321,D,750,TRUE,23.87937,C,FALSE,4.626936,Eutrophic (poor)
5341,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,942.51,19.05,12227.75,,,2723750,6097589,0.035536,B,FALSE,5.01699,C,FALSE,1.957753,1149.53,D,750,TRUE,24.22643,C,FALSE,4.620253,Eutrophic (poor)
5363,2013-2017,Manawatū-Whanganui,Urban area,Stratified,2141.65,29.8,44864.81,1009,CENTENNIAL Lagoon,2733325,6089800,0.037572,B,FALSE,5.427137,C,FALSE,1.930059,974.9406,D,750,TRUE,21.36749,C,FALSE,4.335319,Eutrophic (poor)
5397,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,1191.54,21.65,14199.63,,,2737971,6093767,0.0323,B,FALSE,9.37391,C,FALSE,1.867708,1022.971,D,750,TRUE,30.06669,C,FALSE,4.765889,Eutrophic (poor)
5411,2013-2017,Manawatū-Whanganui,Pastoral,Polymictic,493.42,13.39,14773.44,,,2794000,6076611,0.009039,A,FALSE,8.074518,C,FALSE,3.194988,546.2784,C,800,FALSE,25.087,C,FALSE,4.255288,Eutrophic (poor)
5446,2013-2017,Manawatū-Whanganui,Pastoral,Polymictic,523.13,13.82,12819.69,,,2774628,6055132,0.00907,A,FALSE,7.457801,C,FALSE,2.10559,502.6383,C,800,FALSE,25.03483,C,FALSE,4.301215,Eutrophic (poor)
5492,2013-2017,Manawatū-Whanganui,Pastoral,Polymictic,496.75,13.44,13701.88,,,2747871,6095964,0.014788,A,FALSE,5.821079,C,FALSE,2.35238,494.9072,B,800,FALSE,33.52686,C,FALSE,4.314193,Eutrophic (poor)
5610,2013-2017,Manawatū-Whanganui,Pastoral,Polymictic,517.73,13.74,16021.69,,,2781187,6062082,0.011265,A,FALSE,7.854428,C,FALSE,2.243947,665.0123,C,800,FALSE,27.16199,C,FALSE,4.530615,Eutrophic (poor)
5661,2013-2017,Manawatū-Whanganui,Pastoral,Polymictic,410.12,12.1,10668.31,,,2778227,6066540,0.009528,A,FALSE,7.127069,C,FALSE,2.54281,534.5596,C,800,FALSE,25.21708,C,FALSE,4.327707,Eutrophic (poor)
5831,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,761.16,16.96,15171.13,,,2789025,6092936,0.008205,A,FALSE,7.39074,C,FALSE,2.842474,552.9178,C,750,FALSE,24.61942,C,FALSE,4.308127,Eutrophic (poor)
5946,2013-2017,Manawatū-Whanganui,Pastoral,Polymictic,454.57,12.8,14125.06,,,2772837,6089927,0.007514,A,FALSE,5.734215,C,FALSE,3.226017,345.6115,B,800,FALSE,22.03853,C,FALSE,4.065957,Eutrophic (poor)
5955,2013-2017,Manawatū-Whanganui,Pastoral,Stratified,722.28,16.48,27010.5,,,2779884,6090754,0.006749,A,FALSE,6.448013,C,FALSE,3.593407,370.3587,C,750,FALSE,18.41827,B,FALSE,4.058239,Eutrophic (poor)
5970,2013-2017,Manawatū-Whanganui,Pastoral,Polymictic,467.41,13,10472.75,,,2788276,6093835,0.008336,A,FALSE,7.441548,C,FALSE,2.788221,564.3369,C,800,FALSE,24.34863,C,FALSE,4.323666,Eutrophic (poor)
6112,2013-2017,Otago,Pastoral,Polymictic,403.72,12,10638.44,,,2254286,5570936,0.013396,A,FALSE,3.731308,B,FALSE,6.047935,384.1337,B,800,FALSE,27.97443,C,FALSE,3.641605,Mesotrophic (average)
6132,2013-2017,Otago,Native,Stratified,707.24,16.29,15764.5,,,2264115,5524570,0.021734,A,FALSE,3.311739,B,FALSE,6.580511,412.2417,C,750,FALSE,20.26895,C,FALSE,3.478237,Mesotrophic (average)
6299,2013-2017,Wellington,Pastoral,Polymictic,578.87,14.61,11832.63,,,2818314,6083023,0.014797,A,FALSE,14.44703,D,TRUE,1.384912,764.0864,C,800,FALSE,48.82786,C,FALSE,4.751735,Eutrophic (poor)
6394,2013-2017,Otago,Pastoral,Polymictic,515.84,13.72,14058.56,,,2230218,5511601,0.009753,A,FALSE,3.228764,B,FALSE,6.409162,349.7604,B,800,FALSE,18.32687,B,FALSE,3.686119,Mesotrophic (average)
6396,2013-2017,Otago,Pastoral,Stratified,788.77,17.29,14100.69,,,2231938,5512307,0.009002,A,FALSE,2.657485,B,FALSE,6.590661,338.9127,B,750,FALSE,17.57711,B,FALSE,3.403353,Mesotrophic (average)
6413,2013-2017,Otago,Exotic forest,Stratified,721.64,16.47,26209.63,,,2222572,5512986,0.020545,A,FALSE,5.129227,C,FALSE,3.152543,814.1055,D,750,TRUE,31.34882,C,FALSE,4.541166,Eutrophic (poor)
6757,2013-2017,Otago,Pastoral,Stratified,690.76,16.08,10498.56,,,2275482,5500295,0.021962,A,FALSE,4.416331,B,FALSE,6.275722,472.0034,C,750,FALSE,28.34214,C,FALSE,4.274944,Eutrophic (poor)
6867,2013-2017,Otago,Pastoral,Stratified,845.57,17.96,31303.56,,,2251488,5572925,0.013313,A,FALSE,3.896249,B,FALSE,6.064362,437.1744,C,750,FALSE,30.38688,C,FALSE,3.662361,Mesotrophic (average)
6870,2013-2017,Otago,Pastoral,Polymictic,437.03,12.53,11735.31,,,2252636,5574067,0.01346,A,FALSE,3.848765,B,FALSE,6.033085,413.528,B,800,FALSE,30.11766,C,FALSE,3.675564,Mesotrophic (average)
6885,2013-2017,Otago,Pastoral,Stratified,663.07,15.73,25261.44,,,2253319,5574849,0.013873,A,FALSE,3.922293,B,FALSE,6.033085,412.6416,C,750,FALSE,27.6473,C,FALSE,3.66911,Mesotrophic (average)
6886,2013-2017,Otago,Pastoral,Polymictic,493.36,13.39,14433.44,,,2254654,5576517,0.014409,A,FALSE,3.871136,B,FALSE,6.18234,407.5577,B,800,FALSE,22.57493,C,FALSE,3.508517,Mesotrophic (average)
6914,2013-2017,Otago,Pastoral,Stratified,2066.46,29.22,80160.56,722,BLUE Lake (3),2257922,5588624,0.007475,A,FALSE,1.917954,A,FALSE,5.859613,358.9293,C,750,FALSE,13.78547,B,FALSE,3.218509,Mesotrophic (average)
6926,2013-2017,Otago,Pastoral,Stratified,614.57,15.09,26403.69,,,2259040,5589634,0.006401,A,FALSE,2.492591,B,FALSE,6.24106,357.3043,C,750,FALSE,15.22941,B,FALSE,3.348403,Mesotrophic (average)
6937,2013-2017,Otago,Exotic forest,Polymictic,448.41,12.71,14221.25,,,2332875,5559876,0.010997,A,FALSE,4.333171,B,FALSE,3.735041,584.5356,C,800,FALSE,25.82001,C,FALSE,4.255063,Eutrophic (poor)
6957,2013-2017,Otago,Pastoral,Polymictic,481.15,13.21,15883.94,,,2344507,5560849,0.013365,A,FALSE,5.810534,C,FALSE,1.985305,770.3383,C,800,FALSE,25.21317,C,FALSE,4.553761,Eutrophic (poor)
6964,2013-2017,Manawatū-Whanganui,Pastoral,Polymictic,457.01,12.84,11682.56,,,2705952,6251160,0.007041,A,FALSE,4.952084,B,FALSE,3.200547,521.5933,C,800,FALSE,18.7457,B,FALSE,4.052254,Eutrophic (poor)
7001,2013-2017,Otago,Native,Stratified,793.15,17.34,12720.5,,,2259744,5518826,0.021402,A,FALSE,3.381524,B,FALSE,6.718106,405.0236,C,750,FALSE,20.14324,C,FALSE,3.516254,Mesotrophic (average)
7004,2013-2017,Otago,Pastoral,Stratified,832.39,17.8,11306.25,,,2259566,5519208,0.02075,A,FALSE,3.380173,B,FALSE,6.718106,403.6721,C,750,FALSE,19.67292,B,FALSE,3.490829,Mesotrophic (average)
7012,2013-2017,Otago,Native,Stratified,1334.51,23.03,14667.06,,,2261502,5520366,0.020745,A,FALSE,3.383934,B,FALSE,6.571363,404.8405,C,750,FALSE,20.27493,C,FALSE,3.485591,Mesotrophic (average)
7015,2013-2017,Otago,Pastoral,Polymictic,600.35,14.9,16700.13,,,2260834,5520789,0.016492,A,FALSE,3.380002,B,FALSE,6.72889,396.9885,B,800,FALSE,20.70213,C,FALSE,3.503046,Mesotrophic (average)
7031,2013-2017,Otago,Pastoral,Stratified,909.77,18.69,11574.38,,,2263960,5521644,0.019913,A,FALSE,3.360704,B,FALSE,6.719435,401.1045,C,750,FALSE,19.68726,B,FALSE,3.464277,Mesotrophic (average)
7034,2013-2017,Otago,Pastoral,Stratified,960.33,19.25,13305.38,,,2262338,5523330,0.020109,A,FALSE,3.275159,B,FALSE,6.580511,411.7859,C,750,FALSE,19.86748,B,FALSE,3.476045,Mesotrophic (average)
7113,2013-2017,Otago,Pastoral,Stratified,1791.09,27.03,30608.25,,,2287123,5517951,0.016581,A,FALSE,4.753127,B,FALSE,3.781315,685.3783,C,750,FALSE,33.46465,C,FALSE,4.409002,Eutrophic (poor)
